Season,Team/Season,Team,Team ID,Team ID/Season,Conference,Conference/Season,Conference 5=> rec,Conference OR,Conference SRS,Conference Age,pre playoff odds,pre playoff odds rank,pre season odds,champion,champion share,make playoffs,top 3 conference,rk conference,overall record,over500 rec,over600 rec,20 =< wins,5 => rec,sum coach playoff games,sum coy shares,sum playoff games,sum champion,sum champion share,sum mvp shares,sum all defense,sum all nba,sum dpoy shares,sum smoy shares,sum mip shares,sum all stars,sum player L1Y cs,sum player L3Y cs,sum player L5Y cs,sum player L8Y cs,sum player L10Y cs,sum L3Y mvp shares ,sum L5Y  mvp shares,sum franchise L1Y cs,sum franchise L3Y cs,sum franchise L5Y cs,sum franchise L8Y cs,sum franchise L10Y cs,team_rating_custom,max_player_rating_custom,curr/past mvp or past fmvp,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,2P_opp,2PA_opp,2P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,PTS_opp,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors|eFG%,Offense Four Factors|TOV%,Offense Four Factors|ORB%,Offense Four Factors|FT/FGA,Defense Four Factors|eFG%,Defense Four Factors|TOV%,Defense Four Factors|DRB%,Defense Four Factors|FT/FGA
2017,Memphis Grizzlies 2017,Memphis Grizzlies,7,7 2017,West,West 2017,0.499299258,0.517073171,1.048666667,26.76666667,25000,12,8800,0,0.125,1,0,7,0.524390244,0.444444444,0.461538462,5,0.545454545,0,0,418,1,13.8375,0.055,7,5,0.75,0.034,0.883,11,0.1875,4.6875,7.625,11.375,12.75,0.003,0.004,0,0.5625,1.25,1.6875,1.6875,18.03620469,58.200005,0,36.4,83.6,0.435,9.4,26.5,0.354,27,57.1,0.473,18.3,23.4,0.784,10.8,32,42.8,21.3,8,4.2,12.9,22.4,100.5,34.9,78.8,0.443,9.9,28,0.354,25,50.8,0.492,20.2,26.9,0.753,9.3,32.8,42.1,20.1,7,5,14.3,20.8,100,29.5,43,39,42,40,0.49,0.47,0.96,107.7,107.1,0.6,92.3,0.28,0.316,0.535,0.491,12.1,24.8,0.219,0.506,13.6,77.5,0.256
2017,Milwaukee Bucks 2017,Milwaukee Bucks,3,3 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,25000,12,18000,0,0.125,1,0,6,0.512195122,0.425531915,0.333333333,6,0.583333333,18,0.09,283,2,10.0625,0,0,0,0.002,1.941,0.41,0,1.3125,5.4375,6.625,8.5,8.8125,0,0,0,0.125,0.125,0.3125,0.3125,15.63384375,69.851,0,38.8,81.9,0.474,8.8,23.7,0.37,30,58.2,0.516,17.2,22.4,0.768,8.8,31.6,40.4,24.2,8.1,5.3,14,20.2,103.6,38,83,0.458,10,28.2,0.353,28,54.8,0.512,17.9,23.2,0.771,10.3,32.1,42.5,24.1,7.4,4.6,14.7,19.3,103.8,25.6,42,40,40,42,-0.18,-0.26,-0.45,109.1,109.3,-0.2,94.5,0.274,0.29,0.565,0.527,13.2,21.5,0.21,0.518,13.6,75.4,0.215
2017,Indiana Pacers 2017,Indiana Pacers,29,29 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,33500,16,8000,0,0,1,0,6,0.512195122,0.409090909,0.35,4,0.533333333,23,0.861,402,0,13.3125,0.053,3,4,0.142,0.149,2.355,4,1.9375,6,9.375,11,13.125,0.053,0.053,0.1875,0.8125,1.875,1.9375,1.9375,13.81032906,51.79463,0,39.3,84.5,0.465,8.6,23,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9,33,42,22.5,8.2,5,13.8,19.5,105.1,38,84.3,0.451,10.4,29.1,0.355,27.6,55.1,0.501,19,24.1,0.789,10.7,33.5,44.3,22.3,8.1,5,14.9,19.5,105.3,27,42,40,40,42,-0.22,-0.42,-0.64,108.6,108.8,-0.2,95.9,0.261,0.272,0.558,0.516,12.8,21.2,0.212,0.512,13.6,75.5,0.225
2017,Portland Trail Blazers 2017,Portland Trail Blazers,30,30 2017,West,West 2017,0.499299258,0.517073171,1.048666667,26.76666667,30000,14,13000,0,0,1,0,8,0.5,0.395348837,0.291666667,3,0.407407407,37,0.558,176,0,5.6875,0.02,0,2,0,0.105,0.862,2,2.625,4.6875,5.625,5.6875,5.6875,0.02,0.02,0.3125,0.6875,0.6875,1.0625,1.0625,15.64872143,64.3876,0,39.5,86.1,0.459,10.4,27.7,0.375,29.2,58.4,0.499,18.5,23.7,0.78,10.1,33.5,43.7,21.1,7,5,13.7,21.2,107.9,39.2,86.2,0.455,9.3,25.1,0.37,29.9,61.1,0.489,20.8,26.5,0.785,10.1,33.9,44,20.6,7.7,5.3,12.8,19.8,108.5,24.8,41,41,40,42,-0.52,0.3,-0.23,110.3,110.8,-0.5,96.7,0.275,0.322,0.559,0.52,12.5,23,0.214,0.508,11.6,76.8,0.241
2017,Miami Heat 2017,Miami Heat,13,13 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,999999,17,17500,0,0,0,0,8,0.5,0.456521739,0.363636364,5,0.434782609,113,0.419,283,3,11.8125,0.002,1,1,0.138,0.015,0.939,0,4.375,5.5625,7.875,9.75,9.75,0.002,0.002,0.4375,1.25,3.25,4.375,4.375,20.19925071,46.50501,0,39,85.8,0.455,9.9,27,0.365,29.2,58.8,0.496,15.2,21.6,0.706,10.6,33,43.6,21.2,7.2,5.7,13.4,20.5,103.2,37.9,84.2,0.45,7.8,22.7,0.343,30.1,61.5,0.49,18.5,23.7,0.782,10.2,33.4,43.6,19.6,6.8,4.9,13.7,18.7,102.1,26.5,41,41,44,38,1.06,-0.29,0.77,107.8,106.7,1.1,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,0.496,12.6,76.4,0.22
2017,Chicago Bulls 2017,Chicago Bulls,9,9 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,30000,14,9000,0,0.125,1,0,8,0.5,0.47826087,0.571428571,8,0.523809524,0,0,360,4,13.75,0.808,10,9,0.395,0.039,1.262,15,1.9375,4.125,7.25,10.6875,11.6875,0,0.019,0,0.4375,0.875,1.6875,2.0625,14.915815,68.959,1,38.6,87.1,0.444,7.6,22.3,0.34,31,64.8,0.479,18,22.5,0.798,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9,39.5,86.6,0.456,8.9,25.9,0.345,30.5,60.7,0.503,14.6,19,0.77,10.3,32.9,43.2,23.6,7.3,4.6,13.4,18.8,102.4,26.9,41,41,42,40,0.43,-0.39,0.03,107.4,107,0.4,95.3,0.259,0.256,0.53,0.487,12.3,27,0.206,0.507,12.4,76.8,0.169
2017,Denver Nuggets 2017,Denver Nuggets,1,1 2017,West,West 2017,0.499299258,0.517073171,1.048666667,26.76666667,999999,17,50000,0,0,0,0,9,0.487804878,0.382978723,0.375,7,0.380952381,0,0,209,2,8.070833333,0,0,0,0.005,1.058,0.176,0,0,1.4375,4.625,7.625,7.9375,0,0,0,0,0.3125,1.125,1.1875,18.78156667,52.514,0,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,46.4,25.3,6.9,3.9,15,19.1,111.7,42.1,88.4,0.477,9.9,26.3,0.375,32.3,62.1,0.519,17.1,21.9,0.782,9.4,31.4,40.8,24,8.3,4.9,12,20.2,111.2,25.2,40,42,42,40,0.51,0.19,0.7,113.2,112.7,0.5,98.3,0.276,0.329,0.568,0.53,13.2,27.3,0.214,0.532,10.9,78.7,0.194
2017,Detroit Pistons 2017,Detroit Pistons,28,28 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,999999,17,14000,0,0,0,0,10,0.451219512,0.36,0.272727273,9,0.4,76,0.401,166,3,8.375,0,0,1,0.005,0.078,0.074,1,0.375,3.6875,5.5,5.9375,6.9375,0,0,0,0,0,0,1.25,12.58586667,33.072,0,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.492,13.9,19.3,0.719,11.1,34.6,45.7,21.1,7,3.8,11.9,17.9,101.3,38.3,83.3,0.46,9.4,25.6,0.366,29,57.7,0.502,16.4,21,0.78,8,34.9,42.9,23.5,6.7,4.1,12.8,17.5,102.5,25.4,37,45,38,44,-1.12,-0.17,-1.29,106,107.1,-1.1,95,0.218,0.263,0.521,0.492,10.9,24.1,0.157,0.516,12.1,81.2,0.197
2017,Charlotte Hornets 2017,Charlotte Hornets,21,21 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,999999,17,55000,0,0,0,0,11,0.43902439,0.34,0.136363636,5,0.363636364,11,0.356,217,1,6.5,0,0,0,0.014,0.006,0.27,0,1.625,4.1875,4.9375,6.3125,6.5,0,0,0.1875,0.1875,0.1875,0.1875,0.1875,16.00446429,55.6655,0,37.7,85.4,0.442,10,28.6,0.351,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7,4.8,11.5,16.6,104.9,39.5,86.5,0.456,11.6,31.4,0.369,27.9,55.1,0.506,14.2,18.2,0.776,8.9,35.5,44.4,24.5,6.6,5.5,13.1,19.9,104.7,26.5,36,46,42,40,0.2,-0.26,-0.07,108.8,108.6,0.2,95.7,0.279,0.335,0.547,0.501,10.7,19.9,0.227,0.523,12.1,79.6,0.164
2017,New Orleans Pelicans 2017,New Orleans Pelicans,33,33 2017,West,West 2017,0.499299258,0.517073171,1.048666667,26.76666667,999999,17,14500,0,0,0,0,10,0.414634146,0.291666667,0.208333333,6,0.52173913,21,0.117,168,0,5.6125,0.156,1,1,0.212,0.296,0.684,3,0.25,1.75,3.9375,4.8125,4.8125,0.156,0.156,0,0,0,0.1875,0.625,12.19836769,66.35678,0,39.1,87,0.45,9.4,26.8,0.35,29.8,60.2,0.495,16.7,22.3,0.75,8.6,35.1,43.7,22.8,7.8,5.5,12.9,18.2,104.3,40.1,89,0.45,10.5,29.8,0.353,29.5,59.2,0.499,15.8,20.7,0.762,10.6,37.7,48.3,23.4,7.4,4.2,14,19.3,106.4,25.7,34,48,35,47,-2.1,0.41,-1.69,105.2,107.4,-2.2,98,0.256,0.308,0.539,0.504,11.7,18.5,0.192,0.509,12.4,76.8,0.177
2017,Dallas Mavericks 2017,Dallas Mavericks,5,5 2017,West,West 2017,0.499299258,0.517073171,1.048666667,26.76666667,999999,17,39000,0,0,0,0,11,0.402439024,0.375,0.2,5,0.5,113,1.243,364,3,11.40833333,1.809,0,12,0.002,0.01,0.872,14,1.3125,3.4375,3.9375,7.1875,7.6875,0.006,0.009,0.0625,0.3125,0.3125,1.75,1.9375,7.408315313,27.772,1,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9,37,79,0.469,9.6,25.3,0.38,27.4,53.7,0.51,17.2,22.3,0.772,8.9,35.6,44.5,21.3,6.5,3.4,14.9,19.4,100.8,27.6,33,49,33,49,-2.93,0.4,-2.53,105.6,108.8,-3.2,92.2,0.225,0.366,0.541,0.505,11.6,18.1,0.18,0.529,14.4,77.6,0.218
2017,Sacramento Kings 2017,Sacramento Kings,23,23 2017,West,West 2017,0.499299258,0.517073171,1.048666667,26.76666667,999999,17,50000,0,0,0,0,12,0.390243902,0.25,0.269230769,3,0.566666667,22,0.017,245,2,8,0.001,0,0,0.002,0.018,0.327,0,0.1875,1.9375,3.4375,6.4375,8,0,0.001,0,0,0,0,0,6.879577308,26.4735,0,37.9,82.1,0.461,9,23.9,0.376,28.9,58.2,0.496,18.1,23.3,0.775,8.7,32.3,41.1,22.5,7.6,4,14.6,20.3,102.8,38.5,83.2,0.462,10.9,30,0.364,27.5,53.2,0.517,18.9,24.2,0.778,10.1,32.8,42.9,23.7,8.5,5.1,14,20.1,106.7,27.9,32,50,31,51,-3.88,0.58,-3.29,107.3,111.3,-4,94.9,0.284,0.291,0.556,0.516,13.7,21,0.22,0.528,12.9,76.3,0.227
2017,New York Knicks 2017,New York Knicks,18,18 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,999999,17,7500,0,0,0,0,12,0.37804878,0.285714286,0.090909091,0,0.464285714,0,0.549,287,3,10.25,1.693,2,8,1.099,0,0.266,14,0.1875,2.5625,3.6875,8.875,9.875,0.261,0.659,0,0,0.4375,0.4375,0.4375,7.375068929,34.395265,1,39.6,88.5,0.447,8.6,24.7,0.348,31,63.8,0.485,16.6,21.1,0.788,12,33.2,45.2,21.8,7.1,5.5,13.9,20.3,104.3,39.7,87.4,0.455,9.8,28.2,0.348,29.9,59.1,0.506,18.7,24.2,0.771,11.6,33.1,44.7,21.8,7.5,4.6,12.9,18.5,108,27.3,31,51,31,51,-3.67,-0.2,-3.87,107.7,111.5,-3.8,96,0.239,0.279,0.534,0.496,12.4,26.6,0.188,0.511,11.7,74.1,0.214
2017,Minnesota Timberwolves 2017,Minnesota Timberwolves,27,27 2017,West,West 2017,0.499299258,0.517073171,1.048666667,26.76666667,999999,17,10000,0,0,0,0,13,0.37804878,0.326530612,0.24,6,0.391304348,51,1.664,60,1,3.75,0,0,0,0,0.006,0.002,0,1.25,2.25,3.5,3.5625,3.75,0,0,0,0,0,0,0,15.35785714,62.37,0,39.5,84.4,0.467,7.3,21,0.349,32.1,63.4,0.507,19.3,24.2,0.799,11.4,31,42.4,23.7,8,4.5,14,20.1,105.6,39.6,83.3,0.475,9.9,27,0.366,29.7,56.3,0.528,17.6,22.9,0.768,9.8,30.6,40.4,23.1,7.7,5,14.3,20.5,106.7,24,31,51,38,44,-1.11,0.47,-0.64,110.8,112,-1.2,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.229,0.535,13.2,75.9,0.212
2017,Orlando Magic 2017,Orlando Magic,17,17 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,999999,17,22500,0,0,0,0,13,0.353658537,0.306122449,0.15,1,0.4,61,0.372,164,0,5.125,0,0,0,0,0.015,0.224,0,0.875,1.9375,4.0625,5.125,5.125,0,0,0,0,0.0625,1.625,1.9375,-2.883625,18.1805,0,38.3,87,0.44,8.5,26.1,0.328,29.7,60.9,0.488,16,21.4,0.747,9.8,33.3,43.2,22.2,7.1,4.8,13.3,19.3,101.1,40.3,86.4,0.467,9.7,26.4,0.367,30.6,60,0.51,17.4,22.7,0.766,9.7,35.8,45.5,23.6,7.6,5.1,13,18.7,107.6,25.3,29,53,24,58,-6.57,-0.04,-6.61,103.7,110.5,-6.8,96.8,0.246,0.3,0.524,0.489,12.1,21.6,0.184,0.523,11.9,77.4,0.201
2017,Philadelphia 76ers 2017,Philadelphia 76ers,2,2 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,999999,17,50000,0,0,0,0,14,0.341463415,0.24,0.142857143,1,0.5,0,0,203,4,8.883333333,0,0,0,0,0,0.012,0,0.3125,1.625,3.75,4.25,4.25,0,0,0,0,0.4375,0.625,0.75,3.546033333,26.479,0,37.7,85.3,0.442,10.1,29.8,0.34,27.5,55.5,0.496,17,22,0.771,9.8,33,42.8,23.8,8.4,5.1,16.7,21.9,102.4,39.6,85.9,0.461,8.9,24.9,0.357,30.7,61,0.503,20.1,26,0.773,10.8,34.2,45,22.7,8.6,5.4,15.1,19.6,108.1,24.6,28,54,26,56,-5.7,-0.14,-5.83,103.2,108.9,-5.7,98.5,0.258,0.349,0.539,0.501,14.9,22.4,0.199,0.512,13.5,75.3,0.234
2017,Los Angeles Lakers 2017,Los Angeles Lakers,11,11 2017,West,West 2017,0.499299258,0.517073171,1.048666667,26.76666667,999999,17,39000,0,0,0,0,14,0.317073171,0.276595745,0.16,3,0.333333333,0,0,213,2,7.758333333,0,5,1,1.365,0.007,0.108,3,1.4375,2.625,3.8125,6.125,6.625,0,0,0,0,0.3125,2.5625,3.5,0.033678571,13.82,0,39.3,87.4,0.45,8.9,25.7,0.346,30.4,61.6,0.493,17,22.6,0.754,11.4,32.1,43.5,20.9,8.2,3.9,15.2,20.7,104.6,41.5,86,0.483,10.1,27.4,0.37,31.4,58.6,0.536,18.3,24,0.762,10.3,34.2,44.4,25.7,8.5,5.4,14.5,18.5,111.5,25.1,26,56,24,58,-6.88,0.58,-6.29,106,113,-7,98.5,0.259,0.295,0.537,0.501,13.5,25,0.195,0.542,13,75.8,0.213
2017,Phoenix Suns 2017,Phoenix Suns,4,4 2017,West,West 2017,0.499299258,0.517073171,1.048666667,26.76666667,999999,17,85000,0,0,0,0,15,0.292682927,0.234042553,0.166666667,3,0.44,0,0,276,2,9.75,0,3,1,0.691,1.422,0.173,1,0.9375,3,4.3125,6.9375,8.1875,0,0,0,0,0,0.625,1.0625,3.293235294,36.8785,0,39.9,88.5,0.45,7.5,22.6,0.332,32.4,65.9,0.491,20.4,26.3,0.776,11.9,33.1,45,19.6,8.2,4.9,15.4,24.8,107.7,40.2,86.2,0.467,10.1,26.3,0.382,30.2,59.9,0.504,22.8,29.1,0.783,10.2,33.8,44,22.2,8.1,5.3,14.9,22.2,113.3,25,24,58,27,55,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,0.297,0.255,0.538,0.493,13.4,26,0.231,0.525,13.1,76.4,0.264
2017,Brooklyn Nets 2017,Brooklyn Nets,10,10 2017,East,East 2017,0.490728753,0.482926829,-1.053333333,26.41333333,999999,17,135000,0,0,0,0,15,0.243902439,0.12,0.047619048,3,0.238095238,0,0,145,0,5.375,0,0,0,0,0.048,0.429,1,1.5,3.8125,4.375,5.25,5.375,0,0,0,0.4375,0.625,0.625,1,0.568035714,29.2765,0,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21,105.8,41.6,90.8,0.458,10,27.2,0.366,31.7,63.6,0.498,19.3,25,0.772,11,36.2,47.2,23,9.5,5.6,13.3,20.4,112.5,26,20,62,24,58,-6.73,-0.01,-6.74,104.1,110.7,-6.6,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,0.513,11.6,76.1,0.212
2016,Golden State Warriors 2016,Golden State Warriors,8,8 2016,West,West 2016,0.51349702,0.505691057,0.371333333,27.02,-125,1,480,0,0.9375,1,1,1,0.890243902,0.891304348,0.933333333,15,0.866666667,21,0.725,551,12,22.8125,0.978,5,4,0.948,1.807,0.676,4,12,15.8125,17,19.5,22.1875,0.978,0.978,1,1.5625,1.5625,1.5625,1.875,41.33729267,114.065885,1,42.5,87.3,0.487,13.1,31.6,0.416,29.4,55.7,0.528,16.7,21.8,0.763,10,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,38.9,89.4,0.435,7.8,23.5,0.332,31.1,65.9,0.472,18.6,24.5,0.757,11.4,32.5,43.9,22.2,8.7,4.1,14.5,19.8,104.1,27.4,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.362,0.593,0.563,13.5,23.5,0.191,0.479,12.6,76,0.208
2016,San Antonio Spurs 2016,San Antonio Spurs,24,24 2016,West,West 2016,0.51349702,0.505691057,0.371333333,27.02,398,2,500,0,0.375,1,1,2,0.817073171,0.717391304,0.466666667,21,0.6,236,2.542,1240,19,49.70416667,4.71,17,24,1.558,2.336,2.679,29,1.9375,20.5,27.625,32.4375,38.9375,0.187,0.482,0.1875,2.125,2.875,3.75,5.1875,39.96234688,86.602505,1,40.1,82.9,0.484,7,18.5,0.375,33.2,64.4,0.515,16.4,20.4,0.803,9.4,34.5,43.9,24.5,8.3,5.9,13.1,17.5,103.5,35.7,81.8,0.436,6.6,19.9,0.331,29.1,61.9,0.47,14.9,19.6,0.758,9.1,31.4,40.5,20.8,7.2,3.9,14.8,19.5,92.9,30.3,67,15,67,15,10.63,-0.36,10.28,110.3,99,11.3,93.8,0.246,0.223,0.564,0.526,12.4,23,0.197,0.477,14.1,79.1,0.182
2016,Cleveland Cavaliers 2016,Cleveland Cavaliers,15,15 2016,East,East 2016,0.481692765,0.494308943,-0.375333333,26.25333333,475,3,280,1,1,1,1,1,0.695121951,0.5625,0.545454545,14,0.545454545,20,0.005,721,4,29.85833333,6.594,6,14,0.88,1.283,0.914,18,9.25,14.4375,19.375,24.4375,27.4375,2.156,3.523,0.875,0.875,0.875,2.3125,3.5,29.93459188,88.82863,1,38.7,84,0.46,10.7,29.6,0.362,27.9,54.4,0.514,16.3,21.7,0.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,36.8,82.1,0.448,7.9,22.7,0.347,28.9,59.4,0.487,16.8,22.6,0.743,9.3,31.8,41,21.4,7.2,4.4,13.3,20.6,98.3,28.1,57,25,57,25,6,-0.55,5.45,110.9,104.5,6.4,93.3,0.259,0.352,0.558,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205
2016,Toronto Raptors 2016,Toronto Raptors,12,12 2016,East,East 2016,0.481692765,0.494308943,-0.375333333,26.25333333,4000,5,6600,0,0.625,1,1,2,0.682926829,0.653061224,0.545454545,6,0.56,11,0.115,185,1,5.625,0,0,0,0.004,0.002,0.224,2,0.6875,4.5625,4.5625,5.625,5.625,0,0,0,0.1875,0.1875,0.25,0.375,25.04621875,68.474,0,36.7,81.3,0.451,8.6,23.4,0.37,28,58,0.483,20.8,26.7,0.777,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,102.7,36.5,82.1,0.444,8.7,23.4,0.373,27.7,58.7,0.473,16.5,22.1,0.748,9.5,31.2,40.8,21.7,6.5,5.4,13.3,22,98.2,26.3,56,26,53,29,4.5,-0.42,4.08,110,105.2,4.8,92.9,0.328,0.287,0.552,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201
2016,Oklahoma City Thunder 2016,Oklahoma City Thunder,26,26 2016,West,West 2016,0.51349702,0.505691057,0.371333333,27.02,2150,4,750,0,0.6875,1,1,3,0.670731707,0.543478261,0.4,15,0.5,0,0,408,1,16.0125,3.286,3,9,0.841,0.012,0.564,10,0.375,5.75,12.875,13.375,14.4375,1.896,2.791,0,0.9375,2.3125,2.4375,2.4375,32.92602867,95.622525,1,41.1,86.4,0.476,8.3,23.7,0.349,32.9,62.6,0.524,19.7,25.2,0.782,13.1,35.6,48.6,23,7.4,5.9,15.9,20.6,110.2,38.4,87.7,0.438,8.1,23.8,0.342,30.3,63.9,0.474,18,23.8,0.756,11.3,28.9,40.2,21.5,8.8,4.5,13,20.2,102.9,25.8,55,27,59,23,7.28,-0.19,7.09,113.1,105.6,7.5,96.7,0.292,0.275,0.565,0.524,14,31.1,0.228,0.484,11.7,76,0.205
2016,Los Angeles Clippers 2016,Los Angeles Clippers,25,25 2016,West,West 2016,0.51349702,0.505691057,0.371333333,27.02,4700,6,1200,0,0.125,1,0,4,0.646341463,0.52173913,0.133333333,9,0.666666667,141,0.985,568,2,19.4125,1.952,8,16,0.793,2.512,0.256,21,4.125,9.125,13.0625,18.375,18.375,0.719,1.043,0.4375,0.9375,1.1875,1.1875,1.625,26.71685067,67.908295,1,38.3,82.4,0.465,9.7,26.7,0.364,28.6,55.7,0.513,18.2,26.2,0.692,8.8,33.3,42,22.8,8.6,5.6,13,21.3,104.5,36.8,84.7,0.434,7.9,23.3,0.338,28.9,61.4,0.471,18.8,25.1,0.751,11.8,34.9,46.7,21.2,7.1,3.2,15.4,22.5,100.2,29.7,53,29,53,29,4.28,-0.15,4.13,108.3,103.8,4.5,95.8,0.318,0.324,0.556,0.524,12.1,20.1,0.22,0.48,13.8,73.8,0.222
2016,Miami Heat 2016,Miami Heat,13,13 2016,East,East 2016,0.481692765,0.494308943,-0.375333333,26.25333333,8000,7,4000,0,0.4375,1,1,3,0.585365854,0.48,0.266666667,8,0.736842105,99,0.413,629,8,24.1875,0.897,4,16,0.288,0.01,1.608,33,0.1875,7.5,14.75,17.6875,20.6875,0.006,0.039,0,1.8125,3.6875,3.9375,4.9375,21.88978464,45.19467,1,38.4,81.7,0.47,6.1,18,0.336,32.3,63.6,0.508,17.1,23,0.744,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,100,37.2,84.3,0.442,7.4,21.2,0.347,29.9,63.1,0.474,16.5,21.5,0.77,9.8,31.5,41.3,20.2,7.5,4.1,12.9,19.6,98.4,28.4,48,34,46,36,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.282,0.221,0.545,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196
2016,Charlotte Hornets 2016,Charlotte Hornets,21,21 2016,East,East 2016,0.481692765,0.494308943,-0.375333333,26.25333333,15000,10,35000,0,0.1875,1,1,3,0.585365854,0.458333333,0.2,9,0.608695652,4,0.205,241,0,7.3125,0.027,0,1,0.014,0.003,0.436,0,1,3.8125,5.375,7.125,7.125,0.027,0.027,0,0,0,0,0,22.682309,57.572,0,37,84.4,0.439,10.6,29.4,0.362,26.4,55,0.479,18.7,23.7,0.79,9,35,43.9,21.7,7.3,5.3,12.6,18.1,103.4,37.8,85,0.444,8.9,25.4,0.349,28.9,59.6,0.485,16.3,21.2,0.769,8.9,35.8,44.7,23.2,6.7,5.5,13.5,20.4,100.7,26,48,34,49,33,2.72,-0.36,2.36,107.1,104.3,2.8,95.7,0.28,0.348,0.545,0.502,11.7,20,0.222,0.496,12.5,79.8,0.191
2016,Boston Celtics 2016,Boston Celtics,6,6 2016,East,East 2016,0.481692765,0.494308943,-0.375333333,26.25333333,8000,7,15500,0,0.125,1,1,3,0.585365854,0.479166667,0.333333333,8,0.44,4,0.077,111,0,2.9375,0,1,0,0.028,0.498,0.094,0,0,1.125,2.3125,2.9375,2.9375,0,0,0,0.125,1.125,3.5,3.5,21.79556667,59.982,0,39.2,89.2,0.439,8.7,26.1,0.335,30.5,63.1,0.483,18.5,23.5,0.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,37.5,85,0.441,7.8,23.3,0.336,29.7,61.7,0.481,19.7,26,0.755,11.4,34.6,46,20.9,7.6,5.5,16.4,21,102.5,25.2,48,34,50,32,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.264,0.293,0.531,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231
2016,Atlanta Hawks 2016,Atlanta Hawks,22,22 2016,East,East 2016,0.481692765,0.494308943,-0.375333333,26.25333333,10000,9,3600,0,0.25,1,1,3,0.585365854,0.568627451,0.2,9,0.375,23,0.789,570,1,19.1875,0,2,1,0.061,0.135,0.334,7,4.9375,10.375,14.6875,17.4375,19,0,0,0.5,0.8125,1.3125,2,2,23.85973333,53.1655,0,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20,0.783,8.3,33.8,42.1,25.6,9.1,5.9,15,19.1,102.8,37.1,86.1,0.432,8.3,24.5,0.338,28.9,61.6,0.469,16.7,22.1,0.755,11.5,35,46.5,22,8.6,5,16.1,18.3,99.2,28.2,48,34,51,31,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194
